Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,STATE,COUNTY,STNAME,CTYNAME,year,population,fips
,"Knox County, TN",47093,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,47,93,Tennessee,Knox County,2008,425276,47093
,"Maury County, TN",47119,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,47,119,Tennessee,Maury County,2008,79666,47119
,"Rutherford County, TN",47149,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,47,149,Tennessee,Rutherford County,2008,252565,47149
,"Shelby County, TN",47157,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83.0,47,157,Tennessee,Shelby County,2008,920685,47157
,"Sullivan County, TN",47163,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,47,163,Tennessee,Sullivan County,2008,156028,47163
,"Sumner County, TN",47165,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,165,Tennessee,Sumner County,2008,155999,47165
,"Wilson County, TN",47189,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,47,189,Tennessee,Wilson County,2008,110474,47189
,"Benton County, WA",53005,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,5,Washington,Benton County,2008,166573,53005
,"Clallam County, WA",53009,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,53,9,Washington,Clallam County,2008,70769,53009
,"Clark County, WA",53011,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,53,11,Washington,Clark County,2008,415282,53011
,"Cowlitz County, WA",53015,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,53,15,Washington,Cowlitz County,2008,101688,53015
,"Grant County, WA",53025,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,25,Washington,Grant County,2008,84944,53025
,"Grays Harbor County, WA",53027,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,53,27,Washington,Grays Harbor County,2008,72027,53027
,"King County, WA",53033,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,53,33,Washington,King County,2008,1875020,53033
,"Kitsap County, WA",53035,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,53,35,Washington,Kitsap County,2008,246912,53035
,"Lewis County, WA",53041,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,41,Washington,Lewis County,2008,74899,53041
,"Pierce County, WA",53053,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,53,53,Washington,Pierce County,2008,785400,53053
,"Skagit County, WA",53057,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,57,Washington,Skagit County,2008,115808,53057
,"Snohomish County, WA",53061,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,53,61,Washington,Snohomish County,2008,694622,53061
,"Spokane County, WA",53063,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,53,63,Washington,Spokane County,2008,462263,53063
,"Stevens County, WA",53065,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,65,Washington,Stevens County,2008,43398,53065
,"Thurston County, WA",53067,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,53,67,Washington,Thurston County,2008,244332,53067
,"Whatcom County, WA",53073,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,53,73,Washington,Whatcom County,2008,196708,53073
,"Yakima County, WA",53077,2008,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,53,77,Washington,Yakima County,2008,235272,53077
,"Alachua County, FL",12001,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,12,1,Florida,Alachua County,2009,246657,12001
,"Bay County, FL",12005,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,12,5,Florida,Bay County,2009,167464,12005
,"Brevard County, FL",12009,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,12,9,Florida,Brevard County,2009,542109,12009
,"Broward County, FL",12011,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,12,11,Florida,Broward County,2009,1733310,12011
,"Citrus County, FL",12017,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,12,17,Florida,Citrus County,2009,141381,12017
,"Clay County, FL",12019,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,12,19,Florida,Clay County,2009,189101,12019
,"Collier County, FL",12021,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,12,21,Florida,Collier County,2009,318485,12021
,"Duval County, FL",12031,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0,12,31,Florida,Duval County,2009,859795,12031
,"Escambia County, FL",12033,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,12,33,Florida,Escambia County,2009,297015,12033
,"Hernando County, FL",12053,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,12,53,Florida,Hernando County,2009,171950,12053
,"Hillsborough County, FL",12057,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,237.0,12,57,Florida,Hillsborough County,2009,1214050,12057
,"Indian River County, FL",12061,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,12,61,Florida,Indian River County,2009,137016,12061
,"Lake County, FL",12069,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,12,69,Florida,Lake County,2009,295511,12069
,"Lee County, FL",12071,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,12,71,Florida,Lee County,2009,612297,12071
,"Manatee County, FL",12081,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,12,81,Florida,Manatee County,2009,320711,12081
,"Marion County, FL",12083,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,12,83,Florida,Marion County,2009,330880,12083
,"Martin County, FL",12085,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,12,85,Florida,Martin County,2009,145506,12085
,"Miami-Dade County, FL",12086,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,122.0,12,86,Florida,Miami-Dade County,2009,2463943,12086
,"Nassau County, FL",12089,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,12,89,Florida,Nassau County,2009,72671,12089
,"Okaloosa County, FL",12091,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,12,91,Florida,Okaloosa County,2009,181153,12091
,"Orange County, FL",12095,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,12,95,Florida,Orange County,2009,1131351,12095
,"Osceola County, FL",12097,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,12,97,Florida,Osceola County,2009,265267,12097
,"Palm Beach County, FL",12099,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,218.0,12,99,Florida,Palm Beach County,2009,1307371,12099
,"Pasco County, FL",12101,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,146.0,12,101,Florida,Pasco County,2009,462607,12101
,"Pinellas County, FL",12103,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,223.0,12,103,Florida,Pinellas County,2009,915330,12103
,"Polk County, FL",12105,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,12,105,Florida,Polk County,2009,598683,12105
,"St. Johns County, FL",12109,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,109,Florida,St. Johns County,2009,186281,12109
,"St. Lucie County, FL",12111,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,12,111,Florida,St. Lucie County,2009,274344,12111
,"Santa Rosa County, FL",12113,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,113,Florida,Santa Rosa County,2009,149544,12113
,"Sarasota County, FL",12115,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,62.0,12,115,Florida,Sarasota County,2009,377262,12115
,"Seminole County, FL",12117,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,12,117,Florida,Seminole County,2009,419788,12117
,"Volusia County, FL",12127,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,92.0,12,127,Florida,Volusia County,2009,494688,12127
,"Bibb County, GA",13021,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,21,Georgia,Bibb County,2009,155154,13021
,"Carroll County, GA",13045,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,13,45,Georgia,Carroll County,2009,110433,13045
,"Chatham County, GA",13051,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,51,Georgia,Chatham County,2009,262122,13051
,"Cherokee County, GA",13057,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,13,57,Georgia,Cherokee County,2009,212232,13057
,"Clayton County, GA",13063,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,13,63,Georgia,Clayton County,2009,260067,13063
,"Cobb County, GA",13067,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,13,67,Georgia,Cobb County,2009,684776,13067
,"Coweta County, GA",13077,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,77,Georgia,Coweta County,2009,125501,13077
,"DeKalb County, GA",13089,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,13,89,Georgia,DeKalb County,2009,690658,13089
,"Fayette County, GA",13113,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,13,113,Georgia,Fayette County,2009,105493,13113
,"Forsyth County, GA",13117,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,13,117,Georgia,Forsyth County,2009,171993,13117
,"Fulton County, GA",13121,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,13,121,Georgia,Fulton County,2009,905511,13121
,"Glynn County, GA",13127,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,127,Georgia,Glynn County,2009,78946,13127
,"Gordon County, GA",13129,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,13,129,Georgia,Gordon County,2009,54945,13129
,"Gwinnett County, GA",13135,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,13,135,Georgia,Gwinnett County,2009,796276,13135
,"Hall County, GA",13139,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,13,139,Georgia,Hall County,2009,178503,13139
,"Haralson County, GA",13143,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,143,Georgia,Haralson County,2009,28774,13143
,"Henry County, GA",13151,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,13,151,Georgia,Henry County,2009,199622,13151
,"Jackson County, GA",13157,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,157,Georgia,Jackson County,2009,60052,13157
,"Muscogee County, GA",13215,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,13,215,Georgia,Muscogee County,2009,188796,13215
,"Newton County, GA",13217,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,13,217,Georgia,Newton County,2009,99494,13217
,"Paulding County, GA",13223,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,13,223,Georgia,Paulding County,2009,140761,13223
,"Richmond County, GA",13245,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,13,245,Georgia,Richmond County,2009,198489,13245
,"Walker County, GA",13295,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,295,Georgia,Walker County,2009,68612,13295
,"Ware County, GA",13299,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,299,Georgia,Ware County,2009,35985,13299
,"Whitfield County, GA",13313,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,313,Georgia,Whitfield County,2009,101009,13313
,"Ada County, ID",16001,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,16,1,Idaho,Ada County,2009,388577,16001
,"Bonneville County, ID",16019,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,16,19,Idaho,Bonneville County,2009,103016,16019
,"Kootenai County, ID",16055,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,16,55,Idaho,Kootenai County,2009,137407,16055
,"Hancock County, MS",28045,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,28,45,Mississippi,Hancock County,2009,43471,28045
,"Harrison County, MS",28047,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,28,47,Mississippi,Harrison County,2009,184930,28047
,"Jackson County, MS",28059,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,28,59,Mississippi,Jackson County,2009,139176,28059
,"Rankin County, MS",28121,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,28,121,Mississippi,Rankin County,2009,140634,28121
,"Gallatin County, MT",30031,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,30,31,Montana,Gallatin County,2009,89187,30031
,"Missoula County, MT",30063,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,30,63,Montana,Missoula County,2009,108717,30063
,"Silver Bow County, MT",30093,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,30,93,Montana,Silver Bow County,2009,34008,30093
,"Alamance County, NC",37001,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,37,1,North Carolina,Alamance County,2009,149954,37001
,"Alexander County, NC",37003,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,3,North Carolina,Alexander County,2009,37053,37003
,"Brunswick County, NC",37019,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,37,19,North Carolina,Brunswick County,2009,105777,37019
,"Buncombe County, NC",37021,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,21,North Carolina,Buncombe County,2009,236349,37021
,"Burke County, NC",37023,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,23,North Carolina,Burke County,2009,91178,37023
,"Cabarrus County, NC",37025,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,37,25,North Carolina,Cabarrus County,2009,175993,37025
,"Caldwell County, NC",37027,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,27,North Carolina,Caldwell County,2009,82798,37027
,"Carteret County, NC",37031,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,37,31,North Carolina,Carteret County,2009,65670,37031
,"Catawba County, NC",37035,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,37,35,North Carolina,Catawba County,2009,154610,37035
,"Cleveland County, NC",37045,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,45,North Carolina,Cleveland County,2009,98211,37045
,"Columbus County, NC",37047,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,37,47,North Carolina,Columbus County,2009,58163,37047
,"Craven County, NC",37049,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,49,North Carolina,Craven County,2009,101923,37049
,"Cumberland County, NC",37051,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,37,51,North Carolina,Cumberland County,2009,317252,37051
,"Davidson County, NC",37057,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,37,57,North Carolina,Davidson County,2009,162406,37057
,"Durham County, NC",37063,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,63,North Carolina,Durham County,2009,265356,37063
,"Forsyth County, NC",37067,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,37,67,North Carolina,Forsyth County,2009,348532,37067
,"Gaston County, NC",37071,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,37,71,North Carolina,Gaston County,2009,205884,37071
,"Guilford County, NC",37081,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,37,81,North Carolina,Guilford County,2009,484180,37081
,"Iredell County, NC",37097,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,37,97,North Carolina,Iredell County,2009,158387,37097
,"Johnston County, NC",37101,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,101,North Carolina,Johnston County,2009,166478,37101
,"Lincoln County, NC",37109,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,37,109,North Carolina,Lincoln County,2009,77573,37109
,"Mecklenburg County, NC",37119,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,37,119,North Carolina,Mecklenburg County,2009,908704,37119
,"New Hanover County, NC",37129,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,37,129,North Carolina,New Hanover County,2009,200178,37129
,"Onslow County, NC",37133,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,37,133,North Carolina,Onslow County,2009,173064,37133
,"Pitt County, NC",37147,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,147,North Carolina,Pitt County,2009,165581,37147
,"Randolph County, NC",37151,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,37,151,North Carolina,Randolph County,2009,141175,37151
,"Richmond County, NC",37153,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,153,North Carolina,Richmond County,2009,46537,37153
,"Robeson County, NC",37155,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,155,North Carolina,Robeson County,2009,132984,37155
,"Rockingham County, NC",37157,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,37,157,North Carolina,Rockingham County,2009,93547,37157
,"Rowan County, NC",37159,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,37,159,North Carolina,Rowan County,2009,138562,37159
,"Rutherford County, NC",37161,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,37,161,North Carolina,Rutherford County,2009,67561,37161
,"Surry County, NC",37171,2009,2009.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,37,171,North Carolina,Surry County,2009,73505,37171
